Country Code,year,gdp
IRL,1969,3787077343.72783
IRN,1969,9743089607.49587
IRQ,1969,3008120974.51694
ISL,1969,414709311.35296
ISR,1969,5329333333.33333
ITA,1969,97085082807.3751
JAM,1969,1191287651.50606
JOR,1969,698963875.66508
JPN,1969,172204199480.889
KAZ,1969,50478789556.274025
KEN,1969,1458379415.40278
KGZ,1969,2197390287.0207634
KHM,1969,978873232.394366
KIR,1969,74729348.03210096
KNA,1969,15850000.0
KOR,1969,7678720155.46918
KWT,1969,2769532343.88127
LAO,1969,3722869365.194184
LBN,1969,14329210106.853313
LBR,1969,789917977.0491803
LBY,1969,25087460305.756077
LCA,1969,701726966.7936614
LIE,1969,2193283096.0771823
LKA,1969,1965546218.48739
LSO,1969,65966680.6663867
LTU,1969,14620656984.757362
LUX,1969,1234878980.502
LVA,1969,9626594160.326801
MAC,1969,11827844302.55251
MAF,1969,25390845.563466016
MAR,1969,3651615453.01848
MCO,1969,2809643426.9324136
MDA,1969,2575563921.5457025
MDG,1969,1056391054.5386
MDV,1969,1105258840.6221232
MEX,1969,32480000000.0
MHL,1969,86553181.96721311
MKD,1969,3892711296.396571
MLI,1969,339913866.633523
MLT,1969,4361712304.097336
MMR,1969,551379225.912926
MNE,1969,1334069793.1033075
MNG,1969,3465886250.201753
MNP,1969,303573770.4918033
MOZ,1969,4843078702.612209
MRT,1969,295062138.074299
MUS,1969,4442108063.547891
MWI,1969,265810632.425297
MYS,1969,3664575983.27453
NAM,1969,4382454315.748688
NCL,1969,263108841.079319
NER,1969,625867922.677513
NGA,1969,6634187316.25367
NIC,1969,747971449.571429
NLD,1969,34035946604.1815
NOR,1969,11063065083.4888
NPL,1969,788641965.432099
NRU,1969,19670443.687113196
NZL,1969,5761588761.69421
OMN,1969,239980801.535877
PAK,1969,8683116337.67325
PAN,1969,1221305700.0
PER,1969,6420909789.66408
PHL,1969,9571800652.5641
PLW,1969,77196327.86885247
PNG,1969,551237316.608803
POL,1969,177593126796.138
PRI,1969,4460700000.0
PRK,1969,0.0
PRT,1969,6969025825.62868
PRY,1969,556293650.793651
PSE,1969,4046395081.967213
PYF,1969,242943782.903497
QAT,1969,44723543642.99659
ROU,1969,66111939150.72315
RUS,1969,555404876959.0406
RWA,1969,188700037.0
SAU,1969,4485777644.44444
SDN,1969,2144333333.33333
SEN,1969,1245234806.88997
SGP,1969,1659904612.57023
SLB,1969,28606411.398041
SLE,1969,408690163.476065
SLV,1969,1049400000.0
SMR,1969,586215240.5283029
SOM,1969,306357284.571429
SRB,1969,15777264381.744091
SSD,1969,1846636951.5730624
STP,1969,88261795.62605375
SUR,1969,259650000.0
SVK,1969,33225453599.60619
SVN,1969,17581941619.68211
SWE,1969,33738102482.1558
SWZ,1969,105417891.642167
SXM,1969,148917483.28601506
SYC,1969,16452027.9927637
SYR,1969,1796596910.99476
TCA,1969,265148700.0
TCD,1969,471635620.926608
TGO,1969,267732446.378413
THA,1969,6695336567.30769
TJK,1969,2193586410.8217816
TKM,1969,8129531507.156664
TLS,1969,413439435.4468182
TON,1969,173590624.42727166
TTO,1969,779200000.0
TUN,1969,1289904761.90476
TUR,1969,19466666666.6667
TUV,1969,14202894.534310814
TZA,1969,14201475803.773626
UGA,1969,1169047619.04762
UKR,1969,56364178796.38789
URY,1969,2004435483.87097
USA,1969,1019900000000.0
UZB,1969,18391294439.22637
VCT,1969,16650000.0
VEN,1969,10285111111.1111
VGB,1969,0.0
VIR,1969,1247213114.7540984
VNM,1969,65250874015.8608
VUT,1969,288356888.9715
WSM,1969,281085415.68376553
YEM,1969,8666793960.990273
ZAF,1969,19256992305.291
ZMB,1969,1965714285.71429
ZWE,1969,1747998800.0
ABW,1970,1184220177.4478395
AFG,1970,1748886595.55556
AGO,1970,26122388895.66278
ALB,1970,4477798007.687516
AND,1970,78619206.0850963
ARE,1970,124174090039.84363
ARG,1970,31584210365.5447
ARM,1970,3411659248.013346
ASM,1970,197081967.21311477
ATG,1970,579804757.3891925
AUS,1970,41331616082.428
AUT,1970,15373005557.0257
AZE,1970,14678747979.835789
BDI,1970,242732571.428571
BEL,1970,26706196046.7931
BEN,1970,333627758.154666
BFA,1970,458404330.125096
BGD,1970,8992721809.39332
BGR,1970,22497560945.75715
BHR,1970,10617093027.184528
BHS,1970,538423153.692615
BIH,1970,5842961621.574733
BLR,1970,19914459083.324207
BLZ,1970,53233532.9341317
BMU,1970,186300000.0
BOL,1970,1017003367.00337
BRA,1970,42327664793.6934
BRB,1970,2225541591.650501
BRN,1970,179080099.307461
BTN,1970,623736760.1298324
BWA,1970,96245114.4611949
CAF,1970,189106554.521277
CAN,1970,87896095320.1263
CHE,1970,281908537437.2331
CHL,1970,9126309734.51328
CHN,1970,92602973434.0726
CIV,1970,1455482990.24143
CMR,1970,1151217146.98569
COD,1970,4877684910.17964
COG,1970,274960699.85855
COL,1970,7198360460.19887
COM,1970,425478060.2961595
CPV,1970,629550461.455645
CRI,1970,984830158.490566
CUB,1970,5693005200.0
CUW,1970,529907840.4615807
CYM,1970,1260719930.9282136
CYP,1970,9671580116.92396
CZE,1970,75018948266.27742
DEU,1970,215838448137.658
DJI,1970,692268782.3177625
DMA,1970,233856842.568306
DNK,1970,17075457600.0
DOM,1970,1485500000.0
DZA,1970,4863487492.65763
ECU,1970,2862504169.99893
EGY,1970,8042200452.1477
ERI,1970,320581605.0869155
ESP,1970,40992995008.3195
EST,1970,7974092666.317512
ETH,1970,18923746424.316265
FIN,1970,11357516987.5425
FJI,1970,219878482.173564
FRA,1970,148456359985.827
FRO,1970,892835598.2792426
FSM,1970,152349057.37704918
GAB,1970,323802475.477281
GBR,1970,130671946244.3
GEO,1970,4917117362.470762
GHA,1970,2215029450.3805
GIB,1970,0.0
GIN,1970,3402800061.850502
GMB,1970,52296836.749388
GNB,1970,78733594.8411852
GNQ,1970,66331428.5714286
GRC,1970,13139863636.3636
GRD,1970,391375426.1202186
GRL,1970,69520026.6666667
GTM,1970,1904000000.0
GUM,1970,1664213114.7540984
GUY,1970,267800000.0
HKG,1970,3800766535.62088
HND,1970,723000000.0
HRV,1970,20816883755.912975
HTI,1970,331200000.0
HUN,1970,51664891729.89662
IDN,1970,9150684931.50685
IMN,1970,1775935307.4528196
IND,1970,62422483054.6667
IRL,1970,4395995085.99509
IRN,1970,10976245153.5894
IRQ,1970,3281713805.65668
ISL,1970,526704545.454545
ISR,1970,102400631144.23553
ITA,1970,113395315985.13
JAM,1970,1404776071.04284
JOR,1970,639596751.610193
JPN,1970,212609187919.444
KAZ,1970,50478789556.274025
KEN,1970,1603447357.25171
KGZ,1970,2197390287.0207634
KHM,1970,718401157.724163
KIR,1970,14295279.5446937
KNA,1970,16300000.0
KOR,1970,9005023183.92581
KWT,1970,2873984878.18538
LAO,1970,3722869365.194184
LBN,1970,14329210106.853313
LBR,1970,789917977.0491803
LBY,1970,25087460305.756077
LCA,1970,701726966.7936614
LIE,1970,90098330.6654471
LKA,1970,2296470588.23529
LSO,1970,68738625.2274954
LTU,1970,14620656984.757362
LUX,1970,1457768455.02219
LVA,1970,9626594160.326801
MAC,1970,11827844302.55251
MAF,1970,25390845.563466016
MAR,1970,3956328426.04486
MCO,1970,293073868.038497
MDA,1970,2575563921.5457025
MDG,1970,1111859569.76149
MDV,1970,1105258840.6221232
MEX,1970,35520000000.0
MHL,1970,86553181.96721311
MKD,1970,3892711296.396571
MLI,1970,359772315.067256
MLT,1970,250721821.553678
MMR,1970,578992638.8291
MNE,1970,1334069793.1033075
MNG,1970,3465886250.201753
MNP,1970,303573770.4918033
MOZ,1970,4843078702.612209
MRT,1970,309405316.058687
MUS,1970,4442108063.547891
MWI,1970,290531621.264851
MYS,1970,3864170913.36731
NAM,1970,4382454315.748688
NCL,1970,358815683.716576
NER,1970,649916708.242418
NGA,1970,12545849083.0183
NIC,1970,776585681.071429
NLD,1970,38164716625.0685
NOR,1970,12814123115.2613
NPL,1970,865975308.641975
NRU,1970,19670443.687113196
NZL,1970,71412241042.25284
OMN,1970,256299496.040317
PAK,1970,10027509449.811
PAN,1970,1351006400.0
PER,1970,7432223176.74419
PHL,1970,7559179530.34229
PLW,1970,77196327.86885247
PNG,1970,645537126.217942
POL,1970,177593126796.138
PRI,1970,5034700000.0
PRK,1970,0.0
PRT,1970,8108235704.32357
PRY,1970,594611111.111111
PSE,1970,4046395081.967213
PYF,1970,254036000.501029
QAT,1970,301791301.791302
ROU,1970,66111939150.72315
RUS,1970,555404876959.0406
RWA,1970,219900006.0
SAU,1970,5377268848.44444
SDN,1970,2437666666.66667
SEN,1970,1297407828.6025
SGP,1970,1920586698.02692
SLB,1970,463600517.84442437
SLE,1970,434410373.764149
SLV,1970,1132920000.0
SMR,1970,586215240.5283029
SOM,1970,322600009.142857
SRB,1970,15777264381.744091
SSD,1970,1846636951.5730624
STP,1970,88261795.62605375
SUR,1970,274900000.0
SVK,1970,33225453599.60619
SVN,1970,17581941619.68211
SWE,1970,38092452060.6201
SWZ,1970,112137757.244855
SXM,1970,148917483.28601506
SYC,1970,18432031.3616959
SYR,1970,1780104712.04188
TCA,1970,265148700.0
TCD,1970,469266736.599744
TGO,1970,253976626.166639
THA,1970,7086538437.5
TJK,1970,2193586410.8217816
TKM,1970,8129531507.156664
TLS,1970,413439435.4468182
TON,1970,173590624.42727166
TTO,1970,821850000.0
TUN,1970,1439238095.2381
TUR,1970,17086956521.7391
TUV,1970,14202894.534310814
TZA,1970,14201475803.773626
UGA,1970,1260084033.61345
UKR,1970,56364178796.38789
URY,1970,2137096774.19355
USA,1970,1073303000000.0
UZB,1970,18391294439.22637
VCT,1970,18450000.0
VEN,1970,11561111111.1111
VGB,1970,0.0
VIR,1970,1247213114.7540984
VNM,1970,65250874015.8608
VUT,1970,288356888.9715
WSM,1970,281085415.68376553
YEM,1970,8666793960.990273
ZAF,1970,21218391521.5551
ZMB,1970,1825285714.28571
ZWE,1970,1884206300.0
ABW,1971,1184220177.4478395
AFG,1971,1831108971.11111
AGO,1971,26122388895.66278
ALB,1971,4477798007.687516
AND,1971,89409820.3592814
ARE,1971,124174090039.84363
ARG,1971,33293199095.4881
ARM,1971,3411659248.013346
ASM,1971,197081967.21311477
ATG,1971,579804757.3891925
AUS,1971,45214469705.4541
AUT,1971,17858486066.7474
AZE,1971,14678747979.835789
BDI,1971,252842285.714286
BEL,1971,29821661869.912
BEN,1971,335072975.215766
BFA,1971,482411103.787272
BGD,1971,8751842839.79658
BGR,1971,22497560945.75715
BHR,1971,10617093027.184528
BHS,1971,573400000.0
BIH,1971,5842961621.574733
BLR,1971,19914459083.324207
BLZ,1971,59207317.0731707
BMU,1971,211100000.0
BOL,1971,1095622895.6229
BRA,1971,48869830901.7878
BRB,1971,2225541591.650501
BRN,1971,197523179.241883
BTN,1971,623736760.1298324
BWA,1971,127456485.120719
CAF,1971,201450768.367553
CAN,1971,99271961774.6088
CHE,1971,281908537437.2331
CHL,1971,10884114754.0984
CHN,1971,99800958648.1436
CIV,1971,1584128262.08933
CMR,1971,1236941200.95222
COD,1971,5594770359.28144
COG,1971,322128019.323561
COL,1971,7820380970.53674
COM,1971,425478060.2961595
CPV,1971,629550461.455645
CRI,1971,1077152902.29104
CUB,1971,6914658400.0
CUW,1971,529907840.4615807
CYM,1971,1260719930.9282136
CYP,1971,9671580116.92396
CZE,1971,75018948266.27742
DEU,1971,249985055484.303
DJI,1971,692268782.3177625
DMA,1971,233856842.568306
DNK,1971,19085731252.4407
DOM,1971,1666500000.0
DZA,1971,5077222366.97472
ECU,1971,2754220263.02528
EGY,1971,8609283346.08518
ERI,1971,320581605.0869155
ESP,1971,46619420359.2814
EST,1971,7974092666.317512
ETH,1971,18923746424.316265
FIN,1971,12527405512.9298
FJI,1971,247749327.721267
FRA,1971,165966615366.402
FRO,1971,892835598.2792426
FSM,1971,152349057.37704918
GAB,1971,381687073.052087
GBR,1971,148113896325.14
GEO,1971,4917117362.470762
GHA,1971,2417107708.25317
GIB,1971,0.0
GIN,1971,3402800061.850502
GMB,1971,55728608.974983
GNB,1971,78540057.1372471
GNQ,1971,64946954.756798
GRC,1971,14591750000.0
GRD,1971,391375426.1202186
GRL,1971,88570952.8688525
GTM,1971,1984800000.0
GUM,1971,1664213114.7540984
GUY,1971,282050000.0
HKG,1971,4476001946.01486
HND,1971,731000000.0
HRV,1971,20816883755.912975
HTI,1971,362800000.0
HUN,1971,51664891729.89662
IDN,1971,9333536359.74431
IMN,1971,1775935307.4528196
IND,1971,67350988021.3932
IRL,1971,5098250287.46646
IRN,1971,13731801564.0908
IRQ,1971,3865346534.65347
ISL,1971,670251136.363636
ISR,1971,102400631144.23553
ITA,1971,124672365792.759
JAM,1971,1539865513.92891
JOR,1971,678241388.966676
JPN,1971,240151807460.241
KAZ,1971,50478789556.274025
KEN,1971,1778391289.19123
KGZ,1971,2197390287.0207634
KHM,1971,969911421.39418
KIR,1971,15278632.4786325
KNA,1971,19624746.4503043
KOR,1971,9903499927.98502
KWT,1971,3880370401.57259
LAO,1971,3722869365.194184
LBN,1971,14329210106.853313
LBR,1971,789917977.0491803
LBY,1971,25087460305.756077
LCA,1971,701726966.7936614
LIE,1971,104888628.171944
LKA,1971,2369308600.33727
LSO,1971,76482102.9082774
LTU,1971,14620656984.757362
LUX,1971,1518773421.37846
LVA,1971,9626594160.326801
MAC,1971,11827844302.55251
MAF,1971,25390845.563466016
MAR,1971,4356633663.36634
MCO,1971,327651487.974965
MDA,1971,2575563921.5457025
MDG,1971,1199507629.99395
MDV,1971,1105258840.6221232
MEX,1971,39200000000.0
MHL,1971,86553181.96721311
MKD,1971,3892711296.396571
MLI,1971,395218629.372336
MLT,1971,264579879.784878
MMR,1971,559378375.675676
MNE,1971,1334069793.1033075
MNG,1971,3465886250.201753
MNP,1971,303573770.4918033
MOZ,1971,4843078702.612209
MRT,1971,335569088.717811
MUS,1971,4442108063.547891
MWI,1971,365386929.835119
MYS,1971,4244340333.51899
NAM,1971,4382454315.748688
NCL,1971,413985777.685123
NER,1971,693573595.320975
NGA,1971,9181769911.50443
NIC,1971,826571413.428571
NLD,1971,44579122807.0175
NOR,1971,14583114840.0629
NPL,1971,882765471.604938
NRU,1971,19670443.687113196
NZL,1971,7911136757.06867
OMN,1971,301010587.102984
PAK,1971,10665896682.0664
PAN,1971,1523917200.0
PER,1971,8289582883.46253
PHL,1971,8375086047.07931
PLW,1971,77196327.86885247
PNG,1971,717716130.493883
POL,1971,177593126796.138
PRI,1971,5646800000.0
PRK,1971,0.0
PRT,1971,9201604240.28269
PRY,1971,664571428.571429
PSE,1971,4046395081.967213
PYF,1971,296865513.098185
QAT,1971,387700084.245998
ROU,1971,66111939150.72315
RUS,1971,555404876959.0406
RWA,1971,222952578.196381
SAU,1971,7184863276.49996
SDN,1971,2656000000.0
SEN,1971,1339548823.65225
SGP,1971,2263785443.61688
SLB,1971,50056882.8213879
SLE,1971,419549425.077086
SLV,1971,1186120000.0
SMR,1971,586215240.5283029
SOM,1971,331102742.193418
SRB,1971,15777264381.744091
SSD,1971,1846636951.5730624
STP,1971,88261795.62605375
SUR,1971,301000000.0
SVK,1971,33225453599.60619
SVN,1971,17581941619.68211
SWE,1971,41566412922.6087
SWZ,1971,136465324.384787
SXM,1971,148917483.28601506
SYC,1971,21965951.7213048
SYR,1971,2097643979.05759
TCA,1971,265148700.0
TCD,1971,501866730.713995
TGO,1971,286537524.990331
THA,1971,7375000024.03846
TJK,1971,2193586410.8217816
TKM,1971,8129531507.156664
TLS,1971,413439435.4468182
TON,1971,173590624.42727166
TTO,1971,896754316.674262
TUN,1971,1685217058.71103
TUR,1971,16275167785.2349
TUV,1971,14202894.534310814
TZA,1971,14201475803.773626
UGA,1971,1417787114.84594
UKR,1971,56364178796.38789
URY,1971,2807258064.51613
USA,1971,1164850000000.0
UZB,1971,18391294439.22637
VCT,1971,20051648.1847182
VEN,1971,12986590909.0909
VGB,1971,0.0
VIR,1971,1247213114.7540984
VNM,1971,65250874015.8608
VUT,1971,288356888.9715
WSM,1971,281085415.68376553
YEM,1971,8666793960.990273
ZAF,1971,23411079378.0172
ZMB,1971,1687000000.0
ZWE,1971,2178716300.0
ABW,1972,1184220177.4478395
AFG,1972,1595555475.55556
AGO,1972,26122388895.66278
ALB,1972,4477798007.687516
AND,1972,113408231.944085
ARE,1972,124174090039.84363
ARG,1972,34733000536.2862
ARM,1972,3411659248.013346
ASM,1972,197081967.21311477
ATG,1972,579804757.3891925
AUS,1972,52042056074.7664
AUT,1972,22059612476.9332
AZE,1972,14678747979.835789
BDI,1972,246804571.428571
BEL,1972,37209418018.5134
BEN,1972,410331900.950531
BFA,1972,578595583.975723
BGD,1972,6288245866.66667
BGR,1972,22497560945.75715
BHR,1972,10617093027.184528
BHS,1972,590900000.0
BIH,1972,5842961621.574733
BLR,1972,19914459083.324207
BLZ,1972,66062500.0
BMU,1972,235400000.0
BOL,1972,1257615644.97932
BRA,1972,58434858374.8696
BRB,1972,2225541591.650501
BRN,1972,270818555.823521
BTN,1972,623736760.1298324
BWA,1972,164466873.706004
CAF,1972,230317908.038643
CAN,1972,113082820486.918
CHE,1972,281908537437.2331
CHL,1972,11853817307.6923
CHN,1972,113687586299.051
CIV,1972,1849400599.77558
CMR,1972,1498252050.17228
COD,1972,6173712814.37126
COG,1972,410669262.897929
COL,1972,8671358732.68486
COM,1972,425478060.2961595
CPV,1972,629550461.455645
CRI,1972,1238251695.55388
CUB,1972,8135150891.92025
CUW,1972,529907840.4615807
CYM,1972,1260719930.9282136
CYP,1972,9671580116.92396
CZE,1972,75018948266.27742
DEU,1972,299801542047.476
DJI,1972,692268782.3177625
DMA,1972,233856842.568306
DNK,1972,23232379951.9376
DOM,1972,1987400000.0
DZA,1972,6766766610.86932
ECU,1972,3185987234.84089
EGY,1972,9299638055.84281
ERI,1972,320581605.0869155
ESP,1972,59132415221.3306
EST,1972,7974092666.317512
ETH,1972,18923746424.316265
FIN,1972,14743186119.8738
FJI,1972,316650508.967523
FRA,1972,203494148244.473
FRO,1972,892835598.2792426
FSM,1972,152349057.37704918
GAB,1972,430508357.728441
GBR,1972,169965034965.035
GEO,1972,4917117362.470762
GHA,1972,2112292944.64142
GIB,1972,0.0
GIN,1972,3402800061.850502
GMB,1972,59161544.9957528
GNB,1972,87702828.5651641
GNQ,1972,65429198.238708
GRC,1972,16885511363.6364
GRD,1972,391375426.1202186
GRL,1972,106101175.65798
GTM,1972,2101300000.0
GUM,1972,1664213114.7540984
GUY,1972,285380952.380952
HKG,1972,5710107420.14394
HND,1972,802999950.0
HRV,1972,20816883755.912975
HTI,1972,372000000.0
HUN,1972,51664891729.89662
IDN,1972,10997590361.4458
IMN,1972,1775935307.4528196
IND,1972,71463193831.0092
IRL,1972,6318060582.21873
IRN,1972,17153463263.1086
IRQ,1972,4113848002.40312
ISL,1972,839652164.06073
ISR,1972,102400631144.23553
ITA,1972,145260039840.637
JAM,1972,1875048859.93485
JOR,1972,788574628.955475
JPN,1972,318031297492.352
KAZ,1972,50478789556.274025
KEN,1972,2107279157.38336
KGZ,1972,2197390287.0207634
KHM,1972,505549441.375077
KIR,1972,18936526.9461078
KNA,1972,22944849.1155047
KOR,1972,10862327878.032
KWT,1972,4451200972.9401
LAO,1972,3722869365.194184
LBN,1972,14329210106.853313
LBR,1972,789917977.0491803
LBY,1972,25087460305.756077
LCA,1972,701726966.7936614
LIE,1972,124941925.010473
LKA,1972,2553936348.40871
LSO,1972,80915831.9240276
LTU,1972,14620656984.757362
LUX,1972,1901697369.62698
LVA,1972,9626594160.326801
MAC,1972,11827844302.55251
MAF,1972,25390845.563466016
MAR,1972,5074117544.77482
MCO,1972,402460333.247989
MDA,1972,2575563921.5457025
MDG,1972,1341590681.57712
MDV,1972,1105258840.6221232
MEX,1972,45200000000.0
MHL,1972,86553181.96721311
MKD,1972,3892711296.396571
MLI,1972,486617279.362262
MLT,1972,295118249.324933
MMR,1972,634525053.103964
MNE,1972,1334069793.1033075
MNG,1972,3465886250.201753
MNP,1972,303573770.4918033
MOZ,1972,4843078702.612209
MRT,1972,391669449.251139
MUS,1972,4442108063.547891
MWI,1972,406062874.251497
MYS,1972,5043268548.73032
NAM,1972,4382454315.748688
NCL,1972,506808996.960104
NER,1972,742779740.393512
NGA,1972,12274416017.7976
NIC,1972,880842890.071429
NLD,1972,54706557264.4878
NOR,1972,17358610849.701
NPL,1972,1024098804.93827
NRU,1972,19670443.687113196
NZL,1972,9567331064.65727
OMN,1972,366857738.40542
PAK,1972,9415016359.56604
PAN,1972,1673411700.0
PER,1972,9189413409.04393
PHL,1972,9067872578.95368
PLW,1972,77196327.86885247
PNG,1972,858802035.928144
POL,1972,177593126796.138
PRI,1972,6328900000.0
PRK,1972,0.0
PRT,1972,11239117865.0852
PRY,1972,769039682.539683
PSE,1972,4046395081.967213
PYF,1972,326433558.24705
QAT,1972,510259940.720474
ROU,1972,66111939150.72315
RUS,1972,555404876959.0406
RWA,1972,246457838.336681
SAU,1972,9664067929.69504
SDN,1972,2882000000.0
SEN,1972,1620857277.17917
SGP,1972,2721440980.75851
SLB,1972,40606712.050639
SLE,1972,465381089.98454
SLV,1972,1263720000.0
SMR,1972,586215240.5283029
SOM,1972,416942436.927838
SRB,1972,15777264381.744091
SSD,1972,1846636951.5730624
STP,1972,88261795.62605375
SUR,1972,311950000.0
SVK,1972,33225453599.60619
SVN,1972,17581941619.68211
SWE,1972,48954145808.8359
SWZ,1972,146741251.46351
SXM,1972,148917483.28601506
SYC,1972,30645121.0129499
SYR,1972,2415706806.28272
TCA,1972,265148700.0
TCD,1972,585427545.729752
TGO,1972,335677636.893737
THA,1972,8177884552.88461
TJK,1972,2193586410.8217816
TKM,1972,8129531507.156664
TLS,1972,413439435.4468182
TON,1972,173590624.42727166
TTO,1972,1083381044.08473
TUN,1972,2237476420.03773
TUR,1972,20359154929.5775
TUV,1972,14202894.534310814
TZA,1972,14201475803.773626
UGA,1972,1491596638.65546
UKR,1972,56364178796.38789
URY,1972,2189418001.37898
USA,1972,1279110000000.0
UZB,1972,18391294439.22637
VCT,1972,27585488.9918284
VEN,1972,13977727272.7273
VGB,1972,0.0
VIR,1972,1247213114.7540984
VNM,1972,65250874015.8608
VUT,1972,288356888.9715
WSM,1972,281085415.68376553
YEM,1972,8666793960.990273
ZAF,1972,24515911652.1848
ZMB,1972,1910714285.71429
ZWE,1972,2677729400.0
ABW,1973,1184220177.4478395
AFG,1973,1733333264.44444
AGO,1973,26122388895.66278
ALB,1973,4477798007.687516
AND,1973,150820102.798401
ARE,1973,124174090039.84363
ARG,1973,52544000116.9037
ARM,1973,3411659248.013346
ASM,1973,197081967.21311477
ATG,1973,579804757.3891925
AUS,1973,63832158872.5176
AUT,1973,29515467706.796
AZE,1973,14678747979.835789
BDI,1973,304339839.552146
BEL,1973,47743801490.3747
BEN,1973,504376035.716401
BFA,1973,674773518.411839
BGD,1973,8086725729.3407
BGR,1973,22497560945.75715
BHR,1973,10617093027.184528
BHS,1973,670900000.0
BIH,1973,5842961621.574733
BLR,1973,19914459083.324207
BLZ,1973,78343558.2822086
BMU,1973,269500000.0
BOL,1973,1262968515.74213
BRA,1973,83592275862.9982
BRB,1973,2225541591.650501
BRN,1973,433092003.579273
BTN,1973,623736760.1298324
BWA,1973,244129088.027662
CAF,1973,271183061.359635
CAN,1973,131321858814.119
CHE,1973,281908537437.2331
CHL,1973,16836261173.1844
CHN,1973,138544284708.957
CIV,1973,2508421234.8557
CMR,1973,1901393216.00149
COD,1973,7870239461.07784
COG,1973,541973362.480998
COL,1973,10315760000.3394
COM,1973,425478060.2961595
CPV,1973,629550461.455645
CRI,1973,1528916185.23199
CUB,1973,9987709650.18094
CUW,1973,529907840.4615807
CYM,1973,1260719930.9282136
CYP,1973,9671580116.92396
CZE,1973,75018948266.27742
DEU,1973,398374021953.897
DJI,1973,692268782.3177625
DMA,1973,233856842.568306
DNK,1973,30730626663.3606
DOM,1973,2344800000.0
DZA,1973,8707847924.29022
ECU,1973,3891755551.94138
EGY,1973,10098534613.4411
ERI,1973,320581605.0869155
ESP,1973,78639525985.1513
EST,1973,7974092666.317512
ETH,1973,18923746424.316265
FIN,1973,19472363466.6252
FJI,1973,425963359.355326
FRA,1973,264429876252.21
FRO,1973,892835598.2792426
FSM,1973,152349057.37704918
GAB,1973,722780701.133715
GBR,1973,192537971582.558
GEO,1973,4917117362.470762
GHA,1973,2465492957.74648
GIB,1973,0.0
GIN,1973,3402800061.850502
GMB,1973,75187969.924812
GNB,1973,89374237.2881356
GNQ,1973,81203226.9138345
GRC,1973,22347848101.2658
GRD,1973,391375426.1202186
GRL,1973,140153748.243656
GTM,1973,2569200100.0
GUM,1973,1664213114.7540984
GUY,1973,307047619.047619
HKG,1973,8030117555.62033
HND,1973,912499950.0
HRV,1973,20816883755.912975
HTI,1973,466800000.0
HUN,1973,51664891729.89662
IDN,1973,16273253012.0482
IMN,1973,1775935307.4528196
IND,1973,85515269585.4
IRL,1973,7481173065.79201
IRN,1973,27081698249.5083
IRQ,1973,5134367778.1446
ISL,1973,1154440252.96794
ISR,1973,102400631144.23553
ITA,1973,175492055795.417
JAM,1973,1905917553.19149
JOR,1973,943700547.778454
JPN,1973,432082670450.719
KAZ,1973,50478789556.274025
KEN,1973,2508998457.4073
KGZ,1973,2197390287.0207634
KHM,1973,702899155.982033
KIR,1973,31710657.7257811
KNA,1973,24196018.3767228
KOR,1973,13876531432.0145
KWT,1973,5408293998.65138
LAO,1973,3722869365.194184
LBN,1973,14329210106.853313
LBR,1973,789917977.0491803
LBY,1973,25087460305.756077
LCA,1973,701726966.7936614
LIE,1973,165930611.729019
LKA,1973,2875625000.0
LSO,1973,121181556.195965
LTU,1973,14620656984.757362
LUX,1973,2609875802.11136
LVA,1973,9626594160.326801
MAC,1973,11827844302.55251
MAF,1973,25390845.563466016
MAR,1973,6242177798.33938
MCO,1973,523552815.099552
MDA,1973,2575563921.5457025
MDG,1973,1653062347.35142
MDV,1973,1105258840.6221232
MEX,1973,55280000000.0
MHL,1973,86553181.96721311
MKD,1973,3892711296.396571
MLI,1973,563683703.170094
MLT,1973,345602025.375393
MMR,1973,667038769.091964
MNE,1973,1334069793.1033075
MNG,1973,3465886250.201753
MNP,1973,303573770.4918033
MOZ,1973,4843078702.612209
MRT,1973,493237544.355137
MUS,1973,4442108063.547891
MWI,1973,444281703.893568
MYS,1973,7662996766.66803
NAM,1973,4382454315.748688
NCL,1973,542293400.029889
NER,1973,946385033.011918
NGA,1973,15162871287.1287
NIC,1973,1093571441.5
NLD,1973,71840909664.1968
NOR,1973,22534253702.8686
NPL,1973,972101724.995368
NRU,1973,19670443.687113196
NZL,1973,12802281897.8712
OMN,1973,483033932.135729
PAK,1973,6383429490.21091
PAN,1973,1913793400.0
PER,1973,10994381894.832
PHL,1973,11412421019.6409
PLW,1973,77196327.86885247
PNG,1973,1299105240.73285
POL,1973,177593126796.138
PRI,1973,7002400000.0
PRK,1973,0.0
PRT,1973,15090564186.4268
PRY,1973,995531746.031746
PSE,1973,4046395081.967213
PYF,1973,431252938.194066
QAT,1973,793884368.040437
ROU,1973,66111939150.72315
RUS,1973,555404876959.0406
RWA,1973,290746157.145921
SAU,1973,14947491056.4938
SDN,1973,3571666666.66667
SEN,1973,1863398448.33218
SGP,1973,3696213333.33333
SLB,1973,55272108.8435374
SLE,1973,575230234.387058
SLV,1973,1442320000.0
SMR,1973,586215240.5283029
SOM,1973,507028428.241662
SRB,1973,15777264381.744091
SSD,1973,1846636951.5730624
STP,1973,88261795.62605375
SUR,1973,339450000.0
SVK,1973,33225453599.60619
SVN,1973,17581941619.68211
SWE,1973,59404966684.2214
SWZ,1973,221902017.291066
SXM,1973,148917483.28601506
SYC,1973,36896278.2235629
