Country Code,year,inflation
ATG,1971,8.630000114440918
AUS,1971,6.138101577758789
AUT,1971,4.704258441925049
AZE,1971,137.2168051408141
BDI,1971,3.8509600162506104
BEL,1971,4.343628406524658
BEN,1971,2.7699999809265137
BFA,1971,2.0612199306488037
BGD,1971,-0.5899999737739563
BGR,1971,-0.10000000149011612
BHR,1971,5.789470195770264
BHS,1971,4.6149702072143555
BIH,1971,2.1612687417364858
BLR,1971,-0.4000000059604645
BLZ,1971,18.6299991607666
BOL,1971,0.0
BRA,1971,20.139999389648438
BRB,1971,7.469260215759277
BRN,1971,1.0
BTN,1971,4.46999979019165
BWA,1971,5.619999885559082
CAF,1971,6.800000190734863
CYM,1971,2.3784475856154503
CAN,1971,2.7049150466918945
CHE,1971,6.573214530944824
CHL,1971,20.052234649658203
CHN,1971,1.0499999523162842
CIV,1971,-1.0040236711502075
CMR,1971,4.0140299797058105
COD,1971,5.777349948883057
COG,1971,4.130000114440918
COL,1971,12.056734085083008
COM,1971,5.650000095367432
CPV,1971,5.599999904632568
CRI,1971,3.083050012588501
CUW,1971,3.646763359574469
CYP,1971,4.144010066986084
CZE,1971,-0.4085800051689148
DEU,1971,5.240975856781006
DJI,1971,1.899999976158142
DMA,1971,3.6374099254608154
DNK,1971,5.869874477386475
DOM,1971,3.5800299644470215
DZA,1971,2.6266400814056396
ECU,1971,0.0
EGY,1971,4.411760330200195
ERI,1971,9.378158342107136
ESP,1971,8.236876487731934
EST,1971,49.35282740188685
ETH,1971,0.5362240076065063
FIN,1971,6.475757122039795
FJI,1971,9.138190269470215
FRA,1971,5.397511959075928
FSM,1971,2.4959964304323554
GAB,1971,3.86326003074646
GBR,1971,9.444843292236328
GEO,1971,644.4484539132628
GHA,1971,9.558819770812988
GIN,1971,5.619999885559082
GMB,1971,3.056230068206787
GNB,1971,5.623899936676025
GNQ,1971,5.630000114440918
GRC,1971,3.289475917816162
GRD,1971,18.459999084472656
GTM,1971,-2.4905030727386475
GUY,1971,1.0
HKG,1971,4.136520268341532
HND,1971,2.1113250255584717
HRV,1971,116.31222774034586
HTI,1971,9.579580307006836
HUN,1971,5.730000019073486
IDN,1971,4.233756065368652
IND,1971,3.079939126968384
IRL,1971,8.961750030517578
IRN,1971,4.195300102233887
IRQ,1971,3.5958900451660156
ISL,1971,6.735750198364258
ISR,1971,11.972564697265625
ITA,1971,4.791664123535156
JAM,1971,0.0
JOR,1971,4.815859794616699
JPN,1971,6.395348072052002
KAZ,1971,223.47177098448736
KEN,1971,3.780210018157959
KGZ,1971,48.81224617015785
KHM,1971,71.30000305175781
KIR,1971,2.962991836458156
KNA,1971,-1.600000023841858
KOR,1971,13.511712074279785
KWT,1971,8.270000457763672
LAO,1971,1.2899999618530273
LBN,1971,1.559999942779541
LBR,1971,-0.7099999785423279
LBY,1971,-3.1038498878479004
LCA,1971,8.391349792480469
LKA,1971,2.6653800010681152
LSO,1971,13.399999618530273
LTU,1971,50.04060296385571
LUX,1971,4.6722187995910645
LVA,1971,40.27736047644892
MAC,1971,2.3726863871163957
MAR,1971,4.155350208282471
MDA,1971,86.79641028981929
MDG,1971,5.385879993438721
MDV,1971,5.619999885559082
MEX,1971,5.469024658203125
MHL,1971,2.6747368609528794
MKD,1971,112.62314129431196
MLI,1971,21.049999237060547
MLT,1971,2.32381010055542
MMR,1971,2.0879099369049072
MNE,1971,5.9430872869719735
MNG,1971,33.81938926925446
MOZ,1971,15.699999809265137
MRT,1971,7.190000057220459
MUS,1971,0.598801851272583
MWI,1971,8.199999809265137
MYS,1971,1.6130399703979492
NAM,1971,6.53000020980835
NER,1971,4.191619873046875
NGA,1971,0.0
NIC,1971,27.3700008392334
NLD,1971,7.477687358856201
NOR,1971,6.223878383636475
NPL,1971,-1.999500036239624
NRU,1971,4.610333371082941
NZL,1971,10.387561798095703
OMN,1971,6.440000057220459
PAK,1971,4.730690002441406
PAN,1971,1.9196399450302124
PER,1971,6.790639877319336
PHL,1971,20.612760543823242
PLW,1971,2.6707272782596676
PNG,1971,3.5799999237060547
POL,1971,5.179999828338623
PRI,1971,2.019142860186951
PRT,1971,11.946904182434082
PRY,1971,0.0
PSE,1971,2.9591754040000002
QAT,1971,20.030000686645508
ROU,1971,0.6000000238418579
RUS,1971,-0.10000000149011612
RWA,1971,0.48857998847961426
SAU,1971,4.474999904632568
SDN,1971,1.303670048713684
SEN,1971,3.878200054168701
SGP,1971,1.888885736465454
SLB,1971,8.206687204509812
SLE,1971,-1.2700300216674805
SLV,1971,0.32206088304519653
SMR,1971,1.6592602433724726
SRB,1971,14.368364318888254
SSD,1971,79.94598560996363
STP,1971,5.650000095367432
SUR,1971,0.21555200219154358
SVK,1971,6.674775553578775
SVN,1971,71.46516977155981
SWE,1971,7.3955397605896
SWZ,1971,2.321660041809082
SYC,1971,14.599300384521484
SYR,1971,5.609419822692871
TCD,1971,6.231450080871582
TGO,1971,6.49206018447876
THA,1971,0.29489752650260925
TJK,1971,146.58953213089418
TKM,1971,238.4857971485138
TON,1971,2.0999999046325684
TTO,1971,3.531019926071167
TUN,1971,5.840075492858887
TUR,1971,19.01140785217285
TUV,1971,2.7354999973340473
TZA,1971,4.775000095367432
UGA,1971,15.800000190734863
UKR,1971,-0.20000000298023224
URY,1971,23.953100204467773
USA,1971,4.292764663696289
UZB,1971,114.50776167658842
VCT,1971,6.5
VEN,1971,3.243882179260254
VNM,1971,18.200000762939453
VUT,1971,6.5
WSM,1971,4.766439914703369
YEM,1971,5.699999809265137
ZAF,1971,5.957447528839111
ZMB,1971,6.039999961853027
ZWE,1971,3.0249099731445312
VGB,1971,1.4666666666666666
XXK,1971,1.7043806738177754
LIE,1971,0.17649312808264367
MTQ,1971,
MSR,1971,1.848571428571429
NCL,1971,1.3638755889564538
NIU,1971,
SHN,1971,3.9588235294117644
TLS,1971,4.844117647058823
TCA,1971,2.9625
ABW,1972,2.446481477384214
AFG,1972,-12.520000457763672
AGO,1972,15.800000190734863
ALB,1972,15.221139720479087
ARE,1972,21.984699249267578
ARG,1972,58.445899963378906
ARM,1972,310.3541192350558
ATG,1972,12.670000076293945
AUS,1972,6.024092674255371
AUT,1972,6.355142593383789
AZE,1972,137.2168051408141
BDI,1972,3.8285601139068604
BEL,1972,5.448424816131592
BEN,1972,3.9000000953674316
BFA,1972,-2.9233601093292236
BGD,1972,45.290000915527344
BGR,1972,0.0
BHR,1972,5.088200092315674
BHS,1972,6.830810070037842
BIH,1972,2.1612687417364858
BLR,1972,-0.20000000298023224
BLZ,1972,20.729999542236328
BOL,1972,5.555557727813721
BRA,1972,16.520000457763672
BRB,1972,11.876700401306152
BRN,1972,-3.5999999046325684
BTN,1972,6.019999980926514
BWA,1972,6.5
CAF,1972,7.199999809265137
CYM,1972,2.3784475856154503
CAN,1972,4.988033771514893
CHE,1972,6.660006046295166
CHL,1972,77.79573822021484
CHN,1972,1.0399999618530273
CIV,1972,0.5071032643318176
CMR,1972,8.092920303344727
COD,1972,15.804200172424316
COG,1972,9.90999984741211
COL,1972,12.025313377380371
COM,1972,5.53000020980835
CPV,1972,5.46999979019165
CRI,1972,4.60113000869751
CUW,1972,3.646763359574469
CYP,1972,4.832300186157227
CZE,1972,-0.3076919913291931
DEU,1972,5.4849371910095215
DJI,1972,7.099999904632568
DMA,1972,3.687999963760376
DNK,1972,6.562349319458008
DOM,1972,8.640729904174805
DZA,1972,3.6563100814819336
ECU,1972,0.0
EGY,1972,1.408449411392212
ERI,1972,9.378158342107136
ESP,1972,8.272295951843262
EST,1972,49.35282740188685
ETH,1972,-6.081500053405762
FIN,1972,6.662487983703613
FJI,1972,21.978500366210938
FRA,1972,6.063007831573486
FSM,1972,2.4959964304323554
GAB,1972,3.4870901107788086
GBR,1972,7.071091651916504
GEO,1972,644.4484539132628
GHA,1972,10.067099571228027
GIN,1972,5.579999923706055
GMB,1972,8.6981201171875
GNB,1972,5.490839958190918
GNQ,1972,6.900000095367432
GRC,1972,4.331210136413574
GRD,1972,18.459999084472656
GTM,1972,-3.766233444213867
GUY,1972,4.949999809265137
HKG,1972,4.136520268341532
HND,1972,3.759394884109497
HRV,1972,116.31222774034586
HTI,1972,3.189690113067627
HUN,1972,-3.7100000381469727
IDN,1972,6.521738529205322
IND,1972,6.4420976638793945
IRL,1972,8.605819702148438
IRN,1972,6.398240089416504
IRQ,1972,5.185949802398682
ISL,1972,9.708740234375
ISR,1972,12.8814697265625
ITA,1972,5.749507427215576
JAM,1972,0.0
JOR,1972,7.657660007476807
JPN,1972,4.843517303466797
KAZ,1972,223.47177098448736
KEN,1972,5.831639766693115
KGZ,1972,48.81224617015785
KHM,1972,25.399999618530273
KIR,1972,2.962991836458156
KNA,1972,6.199999809265137
KOR,1972,11.688984870910645
KWT,1972,8.270000457763672
LAO,1972,25.15999984741211
LBN,1972,4.920000076293945
LBR,1972,3.890000104904175
LBY,1972,-0.25102299451828003
LCA,1972,7.880579948425293
LKA,1972,6.349490165710449
LSO,1972,13.399999618530273
LTU,1972,50.04060296385571
LUX,1972,5.225689888000488
LVA,1972,40.27736047644892
MAC,1972,2.3726863871163957
MAR,1972,3.7591700553894043
MDA,1972,86.79641028981929
MDG,1972,5.622560024261475
MDV,1972,5.489999771118164
MEX,1972,4.9436845779418945
MHL,1972,2.6747368609528794
MKD,1972,112.62314129431196
MLI,1972,7.349999904632568
MLT,1972,3.372760057449341
MMR,1972,7.642630100250244
MNE,1972,5.9430872869719735
MNG,1972,33.81938926925446
MOZ,1972,7.099999904632568
MRT,1972,4.96999979019165
MUS,1972,5.357146263122559
MWI,1972,3.5999999046325684
MYS,1972,3.2315499782562256
NAM,1972,9.5
NER,1972,9.75117015838623
NGA,1972,0.0
NIC,1972,26.860000610351562
NLD,1972,7.802796363830566
NOR,1972,7.258416652679443
NPL,1972,8.389019966125488
NRU,1972,4.610333371082941
NZL,1972,6.932811737060547
OMN,1972,6.440000057220459
PAK,1972,5.183239936828613
PAN,1972,5.409550189971924
PER,1972,7.219719886779785
PHL,1972,13.981258392333984
PLW,1972,2.6707272782596676
PNG,1972,6.440000057220459
POL,1972,4.610000133514404
PRI,1972,2.019142860186951
PRT,1972,10.663342475891113
PRY,1972,12.499995231628418
PSE,1972,2.9591754040000002
QAT,1972,20.030000686645508
ROU,1972,0.0
RUS,1972,-0.20000000298023224
RWA,1972,3.0921900272369385
SAU,1972,4.331180095672607
SDN,1972,13.554800033569336
SEN,1972,6.154880046844482
SGP,1972,2.1411571502685547
SLB,1972,8.206687204509812
SLE,1972,5.50167989730835
SLV,1972,1.6051349639892578
SMR,1972,1.6592602433724726
SRB,1972,14.368364318888254
SSD,1972,79.94598560996363
STP,1972,5.53000020980835
SUR,1972,3.2342898845672607
SVK,1972,6.674775553578775
SVN,1972,71.46516977155981
SWE,1972,6.007387161254883
SWZ,1972,2.3663299083709717
SYC,1972,20.94099998474121
SYR,1972,2.098360061645508
TCD,1972,2.932960033416748
TGO,1972,7.72661018371582
THA,1972,5.012912750244141
TJK,1972,146.58953213089418
TKM,1972,238.4857971485138
TON,1972,6.5
TTO,1972,9.301070213317871
TUN,1972,2.2071359157562256
TUR,1972,15.41645622253418
TUV,1972,2.7354999973340473
TZA,1972,7.635409832000732
UGA,1972,-3.0
UKR,1972,-0.10000000149011612
URY,1972,76.48490142822266
USA,1972,3.2722830772399902
UZB,1972,114.50776167658842
VCT,1972,2.5999999046325684
VEN,1972,2.8075404167175293
VNM,1972,25.299999237060547
VUT,1972,8.800000190734863
WSM,1972,7.506820201873779
YEM,1972,4.5
ZAF,1972,6.425703525543213
ZMB,1972,5.059999942779541
ZWE,1972,2.8497400283813477
VGB,1972,1.4666666666666666
XXK,1972,1.7043806738177754
LIE,1972,0.17649312808264367
MTQ,1972,
MSR,1972,1.848571428571429
NCL,1972,1.3638755889564538
NIU,1972,
SHN,1972,3.9588235294117644
TLS,1972,4.844117647058823
TCA,1972,2.9625
ABW,1973,2.446481477384214
AFG,1973,-10.680000305175781
AGO,1973,15.670000076293945
ALB,1973,15.221139720479087
ARE,1973,21.984699249267578
ARG,1973,61.24909973144531
ARM,1973,310.3541192350558
ATG,1973,21.719999313354492
AUS,1973,9.090916633605957
AUT,1973,7.531079292297363
AZE,1973,137.2168051408141
BDI,1973,6.006490230560303
BEL,1973,6.955277919769287
BEN,1973,6.869999885559082
BFA,1973,7.6038899421691895
BGD,1973,45.0099983215332
BGR,1973,-1.100000014578155e-14
BHR,1973,14.33180046081543
BHS,1973,5.481750011444092
BIH,1973,2.1612687417364858
BLR,1973,0.0
BLZ,1973,66.95999908447266
BOL,1973,34.21052551269531
BRA,1973,12.649999618530273
BRB,1973,16.855100631713867
BRN,1973,11.899999618530273
BTN,1973,12.960000038146973
BWA,1973,9.569999694824219
CAF,1973,5.599999904632568
CYM,1973,2.3784475856154503
CAN,1973,7.4876389503479
CHE,1973,8.754672050476074
CHL,1973,352.81097412109375
CHN,1973,1.0299999713897705
CIV,1973,10.99899673461914
CMR,1973,10.384699821472168
COD,1973,15.642800331115723
COG,1973,3.2100000381469727
COL,1973,22.598873138427734
COM,1973,9.970000267028809
CPV,1973,10.0600004196167
CRI,1973,15.21399974822998
CUW,1973,9.615385
CYP,1973,7.808879852294922
CZE,1973,0.3086419999599457
DEU,1973,7.032023906707764
DJI,1973,7.599999904632568
DMA,1973,12.099100112915039
DNK,1973,9.303385734558105
DOM,1973,15.079500198364258
DZA,1973,6.172840118408203
ECU,1973,0.0
EGY,1973,4.629631996154785
ERI,1973,9.378158342107136
ESP,1973,11.416707038879395
EST,1973,49.35282740188685
ETH,1973,8.913579940795898
FIN,1973,10.754480361938477
FJI,1973,11.08530044555664
FRA,1973,7.380594730377197
FSM,1973,2.4959964304323554
GAB,1973,6.20713996887207
GBR,1973,9.196043014526367
GEO,1973,644.4484539132628
GHA,1973,17.682899475097656
GIN,1973,9.960000038146973
GMB,1973,6.918610095977783
GNB,1973,0.7886390089988708
GNQ,1973,10.260000228881836
GRC,1973,15.384613990783691
GRD,1973,18.459999084472656
GTM,1973,12.010801315307617
GUY,1973,7.550000190734863
HKG,1973,4.136520268341532
HND,1973,4.891302585601807
HRV,1973,116.31222774034586
HTI,1973,22.73889923095703
HUN,1973,3.3879799842834473
IDN,1973,31.041881561279297
IND,1973,16.94082260131836
IRL,1973,11.414899826049805
IRN,1973,9.819490432739258
IRQ,1973,4.890979766845703
ISL,1973,20.9512996673584
ISR,1973,20.03236198425293
ITA,1973,10.798617362976074
JAM,1973,24.9999942779541
JOR,1973,11.12969970703125
JPN,1973,11.608631134033203
KAZ,1973,223.47177098448736
KEN,1973,9.281189918518066
KGZ,1973,48.81224617015785
KHM,1973,157.89999389648438
KIR,1973,2.962991836458156
KNA,1973,10.300000190734863
KOR,1973,3.221025228500366
KWT,1973,9.15999984741211
LAO,1973,30.790000915527344
LBN,1973,6.0
LBR,1973,19.540000915527344
LBY,1973,7.970900058746338
LCA,1973,13.440600395202637
LKA,1973,9.626640319824219
LSO,1973,13.399999618530273
LTU,1973,50.04060296385571
LUX,1973,6.068098545074463
LVA,1973,40.27736047644892
MAC,1973,2.3726863871163957
MAR,1973,4.0846099853515625
MDA,1973,86.79641028981929
MDG,1973,6.120100021362305
MDV,1973,10.029999732971191
MEX,1973,12.081942558288574
MHL,1973,2.6747368609528794
MKD,1973,112.62314129431196
MLI,1973,18.719999313354492
MLT,1973,7.6892900466918945
MMR,1973,25.200000762939453
MNE,1973,5.9430872869719735
MNG,1973,33.81938926925446
MOZ,1973,5.400000095367432
MRT,1973,18.549999237060547
MUS,1973,14.406777381896973
MWI,1973,5.079999923706055
MYS,1973,10.560199737548828
NAM,1973,11.600000381469727
NER,1973,11.78499984741211
NGA,1973,1.6666650772094727
NIC,1973,27.040000915527344
NLD,1973,8.022204399108887
NOR,1973,7.4194865226745605
NPL,1973,11.429800033569336
NRU,1973,4.610333371082941
NZL,1973,8.166672706604004
OMN,1973,6.440000057220459
PAK,1973,23.070100784301758
PAN,1973,6.8564300537109375
PER,1973,9.489049911499023
PHL,1973,15.593043327331543
PLW,1973,2.6707272782596676
PNG,1973,8.40999984741211
POL,1973,7.659999847412109
PRI,1973,2.019142860186951
PRT,1973,12.974605560302734
PRY,1973,12.962964057922363
PSE,1973,2.9591754040000002
QAT,1973,20.030000686645508
ROU,1973,0.699999988079071
RUS,1973,0.0
RWA,1973,9.373669624328613
SAU,1973,16.5137996673584
SDN,1973,15.28909969329834
SEN,1973,11.285300254821777
SGP,1973,19.62493896484375
SLB,1973,8.206687204509812
SLE,1973,5.664979934692383
SLV,1973,6.398104190826416
SMR,1973,1.6592602433724726
SRB,1973,14.368364318888254
SSD,1973,79.94598560996363
STP,1973,9.970000267028809
SUR,1973,12.940799713134766
SVK,1973,6.674775553578775
SVN,1973,71.46516977155981
SWE,1973,6.717999458312988
SWZ,1973,11.543499946594238
SYC,1973,18.23979949951172
SYR,1973,20.359699249267578
TCD,1973,5.427420139312744
TGO,1973,3.615309953689575
THA,1973,15.625213623046875
TJK,1973,146.58953213089418
TKM,1973,238.4857971485138
TON,1973,20.799999237060547
TTO,1973,14.810700416564941
TUN,1973,4.401992321014404
TUR,1973,13.938165664672852
TUV,1973,2.7354999973340473
TZA,1973,10.39680004119873
UGA,1973,24.399999618530273
UKR,1973,0.0
URY,1973,96.99729919433594
USA,1973,6.177756309509277
UZB,1973,114.50776167658842
VCT,1973,16.299999237060547
VEN,1973,4.110357761383057
VNM,1973,44.400001525878906
VUT,1973,6.400000095367432
WSM,1973,11.764200210571289
YEM,1973,16.399999618530273
ZAF,1973,9.433965682983398
ZMB,1973,6.460000038146973
ZWE,1973,3.1066300868988037
VGB,1973,1.4666666666666666
XXK,1973,1.7043806738177754
LIE,1973,0.17649312808264367
MTQ,1973,
MSR,1973,1.848571428571429
NCL,1973,1.3638755889564538
NIU,1973,
SHN,1973,3.9588235294117644
TLS,1973,4.844117647058823
TCA,1973,2.9625
ABW,1974,2.446481477384214
AFG,1974,10.229999542236328
AGO,1974,27.420000076293945
ALB,1974,15.221139720479087
ARE,1974,21.984699249267578
ARG,1974,23.474899291992188
ARM,1974,310.3541192350558
ATG,1974,12.970000267028809
AUS,1974,15.41666316986084
AUT,1974,9.52178955078125
AZE,1974,137.2168051408141
BDI,1974,15.722299575805664
BEL,1974,12.677887916564941
BEN,1974,14.420000076293945
BFA,1974,8.719610214233398
BGD,1974,54.650001525878906
BGR,1974,-2.6000000161729986e-06
BHR,1974,24.39299964904785
BHS,1974,13.071800231933594
BIH,1974,2.1612687417364858
BLR,1974,-0.10000000149011612
BLZ,1974,20.780000686645508
BOL,1974,41.17646789550781
BRA,1974,27.59000015258789
BRB,1974,38.92290115356445
BRN,1974,21.399999618530273
BTN,1974,17.110000610351562
BWA,1974,11.520000457763672
CAF,1974,10.300000190734863
CYM,1974,2.3784475856154503
CAN,1974,10.997177124023438
CHE,1974,9.767417907714844
CHL,1974,504.738525390625
CHN,1974,0.9200000166893005
CIV,1974,17.545446395874023
CMR,1974,17.232900619506836
COD,1974,29.46929931640625
COG,1974,5.630000114440918
COL,1974,22.580638885498047
COM,1974,18.43000030517578
CPV,1974,1.4299999475479126
CRI,1974,30.07360076904297
CUW,1974,22.45614
CYP,1974,16.176700592041016
CZE,1974,0.5128210186958313
DEU,1974,6.986429691314697
DJI,1974,16.100000381469727
DMA,1974,34.3760986328125
DNK,1974,15.27519416809082
DOM,1974,13.140800476074219
DZA,1974,4.699610233306885
ECU,1974,42.08333969116211
EGY,1974,11.946904182434082
ERI,1974,9.378158342107136
ESP,1974,15.680374145507812
EST,1974,49.35282740188685
ETH,1974,8.59216022491455
FIN,1974,16.936391830444336
FJI,1974,14.498499870300293
FRA,1974,13.649320602416992
FSM,1974,2.4959964304323554
GAB,1974,12.072799682617188
GBR,1974,16.043989181518555
GEO,1974,644.4484539132628
GHA,1974,18.134700775146484
GIN,1974,4.150000095367432
GMB,1974,9.236310005187988
GNB,1974,30.67289924621582
GNQ,1974,17.950000762939453
GRC,1974,26.56084632873535
GRD,1974,18.459999084472656
GTM,1974,19.678712844848633
GUY,1974,17.540000915527344
HKG,1974,4.136520268341532
HND,1974,12.953368186950684
HRV,1974,116.31222774034586
HTI,1974,14.950699806213379
HUN,1974,1.7970399856567383
IDN,1974,40.49181365966797
IND,1974,28.598726272583008
IRL,1974,16.97610092163086
IRN,1974,14.248900413513184
IRQ,1974,7.699999809265137
ISL,1974,42.727901458740234
ISR,1974,39.679988861083984
ITA,1974,19.159759521484375
JAM,1974,26.666664123535156
JOR,1974,19.42770004272461
JPN,1974,23.222240447998047
KAZ,1974,223.47177098448736
KEN,1974,17.809900283813477
KGZ,1974,48.81224617015785
KHM,1974,228.1999969482422
KIR,1974,2.962991836458156
KNA,1974,28.399999618530273
KOR,1974,24.3041934967041
KWT,1974,12.992600440979004
LAO,1974,50.0
LBN,1974,12.289999961853027
LBR,1974,19.030000686645508
LBY,1974,7.458449840545654
LCA,1974,34.22060012817383
LKA,1974,12.302900314331055
LSO,1974,13.399999618530273
LTU,1974,50.04060296385571
LUX,1974,9.540655136108398
LVA,1974,40.27736047644892
MAC,1974,2.3726863871163957
MAR,1974,17.556800842285156
MDA,1974,86.79641028981929
MDG,1974,22.100900650024414
MDV,1974,18.34000015258789
MEX,1974,23.78403091430664
MHL,1974,2.6747368609528794
MKD,1974,112.62314129431196
MLI,1974,11.180000305175781
MLT,1974,7.255620002746582
